item,item-href,title,product details,material,product code,images link-src
Peter EnglandMen Reversible Leather BeltRs. 1259Rs. 1399(10% OFF)Sizes: 46,https://www.myntra.com/belts/peter-england/peter-england-statements-men-black-reversible-genuine-leather-belt/1796707/buy,Peter England Statements Men Black Reversible Genuine Leather Belt,"Black and brown textured reversible genuine leather belt
Secured with a tang clasp
Has holes for a customised fit
Warranty: 3 months against manufacturing defects","Genuine leather
Wipe with a clean dry cloth when needed",1796707,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1796707/2017/4/5/11491381615485-Peter-England-Men-Belts-1741491381603077-2.jpg"
"RoadsterMen Genuine Leather BeltRs. 509Rs. 1699(70% OFF)Sizes: 36, 38",https://www.myntra.com/belts/roadster/roadster-men-tan-brown-genuine-leather-belt/1467649/buy,Roadster Men Tan Brown Genuine Leather Belt,"Tan brown textured genuine leather belt
Secured with a tang clasp
Has holes for a customised fit","Genuine Leather 
Wipe with a clean, dry cloth when needed",1467649,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1467649/2016/9/20/11474371194837-Roadster-Men-Tan-Brown-Genuine-Leather-Belt-6651474371194896-2.jpg"
"BuckleUpMen Solid BeltRs. 440Rs. 1259(65% OFF)Sizes: 36, 38, 40",https://www.myntra.com/belts/buckleup/buckleup-men-brown-solid-leather-belt/1926346/buy,BuckleUp Men Brown Solid Leather Belt,"Brown solid belt
Reversible: No
Stretchable: No
Secured with a tang closure
Warranty: 3 months","Leather 
 Wipe with a clean, dry cloth to remove dust",1926346,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1926346/2017/5/25/11495712180757-BuckleUp-Men-Brown-Solid-Belt-5631495712180465-4.jpg"
"RoadsterMen Handmade Leather BeltRs. 399Rs. 999(60% OFF)Sizes: 34, 36",https://www.myntra.com/belts/roadster/roadster-men-brown-handmade-vintage-leather-belt/1650538/buy,Roadster Men Brown Handmade Vintage Leather Belt,"Brown handmade leather belt with textured detail
Secured with a tang clasp
Holes for a customised fit","Leather
Wipe with a clean, dry cloth when needed",1650538,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1650538/2017/2/17/11487326010600-Roadster-Men-Belts-3001487326010478-2.jpg"
"Teakwood LeathersMen Reversible Leather BeltRs. 787Rs. 2249(65% OFF)Sizes: 34, 36, 38, 40, 42, 44",https://www.myntra.com/belts/teakwood-leathers/teakwood-leathers-men-black--brown-reversible-leather-belt/1662672/buy,Teakwood Leathers Men Black & Brown Reversible Leather Belt,"Black and brown reversible leather belt
Secured with a pull-and-twist slider buckle","Leather
Wipe with a clean, dry cloth when needed",1662672,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1662672/2016/12/1/11480574037643-Teakwood-Leathers-Men-Belts-9351480574037557-3.jpg"
"Pacific GoldMen BeltRs. 399Rs. 799(50% OFF)Sizes: 32, 34, 36, 38, 40, 42, 44",https://www.myntra.com/belts/pacific-gold/pacific-gold-men-black-belt/1232408/buy,Pacific Gold Men Black Belt,"Black textured belt
Secured with a tang clasp
Has holes for a customised fit","Synthetic leather
Wipe with a clean, dry cloth when needed",1232408,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1232408/2016/2/22/11456138689250-Pacific-Gold-Men-Belts-3601456138689126-1.jpg"
"PumaMen Style Genuine Leather BeltRs. 1019Rs. 1699(40% OFF)Sizes: 30, 35, 40, 45",https://www.myntra.com/belts/puma/puma-men-black-style-genuine-leather-belt/1831656/buy,Puma Men Black Style Genuine Leather Belt,"Black genuine leather belt
Secured with a tang clasp
Holes for a customised fit
Warranty: 3 months against manufacturing defects","Genuine leather
Wipe with a clean, dry cloth when needed",1831656,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1831656/2017/4/12/11491975661216-Puma-Men-Black-Genuine-Leather-Belt-4401491975661187-1.jpg"
CHISELMen Genuine Leather BeltRs. 599Rs. 1499(60% OFF)Sizes: 30,https://www.myntra.com/belts/chisel/chisel-men-brown-genuine-leather-belt/1819794/buy,CHISEL Men Brown Genuine Leather Belt,"Brown genuine leather belt
Secured with a tang clasp
Has holes for a customised fit
Warranty: 3 months against manufacturing defects","Genuine leather
Wipe with a clean, dry cloth when needed",1819794,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1819794/2017/3/23/11490264045201-CHISEL-Men-Belts-1961490264045082-3.jpg"
"Teakwood LeathersMen Leather Reversible BeltRs. 944Rs. 2699(65% OFF)Sizes: 34, 36, 38, 40, 42, 44",https://www.myntra.com/belts/teakwood-leathers/teakwood-leathers-men-black--brown-leather-reversible-belt/1674158/buy,Teakwood Leathers Men Black & Brown Leather Reversible Belt,"Black and brown reversible leather belt
Secured with a slider buckle clasp
Has holes for a customised fit","Leather
Wipe with a clean, dry cloth when needed",1674158,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1674158/2016/12/7/11481118463384-Teakwood-Leathers-Men-Belts-4711481118463297-2.jpg"
Tommy HilfigerMen Genuine Leather BeltRs. 1859Rs. 3099(40% OFF)Sizes: 38,https://www.myntra.com/belts/tommy-hilfiger/tommy-hilfiger-men-navy-genuine-leather-belt/1378107/buy,Tommy Hilfiger Men Navy Genuine Leather Belt,"Navy blue genuine leather belt, secured with a tang clasp
Has holes for a customised fit
Comes with a bag
Warranty: 6-month limited warranty from the date of purchase, against manufacturing defects","Genuine leather
Wipe with a clean, dry cloth when needed",1378107,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1378107/2016/6/21/11466512893254-Tommy-Hilfiger-Men-Navy-Genuine-Leather-Belt-2681466512893173-3.jpg"
"BuckleUpMen Leather BeltRs. 402Rs. 1149(65% OFF)Sizes: 34, 36, 38, 40",https://www.myntra.com/belts/buckleup/buckleup-men-brown-leather-belt/1734725/buy,BuckleUp Men Brown Leather Belt,"Brown leather belt
Secured with a tang clasp
Has holes for a customised fit
Warranty: 3 months","Leather
Wipe with a clean, dry cloth when needed",1734725,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1734725/2017/1/24/11485241463650-BuckleUp-Men-Belts-7241485241463546-3.jpg"
"IZODMen Striped Leather BeltRs. 909Rs. 1299(30% OFF)Sizes: 30, 32",https://www.myntra.com/belts/izod/izod-men-brown--blue-striped-leather-belt/1017842/buy,IZOD Men Brown & Blue Striped Leather Belt,Brown and blue striped leather beltSecured with a tang claspHas holes for a customised fit,"Leather
Wipe with a clean, dry cloth when needed",1017842,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1017842/2015/11/20/11448005021724-IZOD-Men-Brown--Blue-Striped-Leather-Belt-8511448005021690-3.jpg"
BuckleUpMen BeltRs. 399Rs. 999(60% OFF)Sizes: 34,https://www.myntra.com/belts/buckleup/buckleup-men-maroon-belt/1791338/buy,BuckleUp Men Maroon Belt,"Maroon belt 
Secured with a tang clasp 
Has holes for a customised fit
Warranty: 3 months","Synthetic leather
Wipe with a clean, dry cloth when needed",1791338,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1791338/2017/3/7/11488868393437-BuckleUp-Men-Belts-5311488868393454-3.jpg"
INVICTUSNOW OR NEVERRs. 499Rs. 999(50% OFF)Sizes: 36,https://www.myntra.com/belts/invictus/invictus-men-black--brown-reversible-genuine-leather-belt/1645423/buy,INVICTUS Men Black & Brown Reversible Genuine Leather Belt,"Black and brown reversible genuine leather belt
Secured with a twist tang clasp
Has holes for a customised fit
Warranty: 30 days against manufacturing defects","Genuine leather
Wipe with a clean, dry cloth when needed",1645423,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1645423/2016/12/26/11482735591890-INVICTUS-Men-Belts-4321482735591903-4.jpg"
"CHISELMen Leather BeltRs. 679Rs. 1699(60% OFF)Sizes: 30, 32, 34, 36, 38",https://www.myntra.com/belts/chisel/chisel-men-black--brown-textured-leather-belt/1875984/buy,CHISEL Men Black & Brown Textured Leather Belt,"Black textured leather belt
Secured with a slider buckle
Has holes for a customised fit
Warranty: 3 months against manufacturing defects","Leather
Wipe with a clean, dry cloth when needed",1875984,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1875984/2017/4/28/11493359212321-CHISEL-Men-Belts-5341493359212222-1.jpg"
Tommy HilfigerMen Leather Reversible BeltRs. 1739Rs. 2899(40% OFF)Sizes: 40,https://www.myntra.com/belts/tommy-hilfiger/tommy-hilfiger-men-brown--black-leather-reversible-belt/1491224/buy,Tommy Hilfiger Men Brown & Black Leather Reversible Belt,"Brown and black textured reversible leather belt
Secured with a tang clasp
Holes for a customised fit
Warranty: 6 months from the date of purchase","Leather
Use a branded leather conditioner to clean the product",1491224,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1491224/2016/9/15/11473939966378-Tommy-Hilfiger-Men-Brown--Black-Leather-Reversible-Textured-Belt-9271473939966044-1.jpg"
"Tommy HilfigerMen Genuine Leather BeltRs. 1499Rs. 2499(40% OFF)Sizes: 40, 44",https://www.myntra.com/belts/tommy-hilfiger/tommy-hilfiger-men-tan-brown--navy-genuine-leather-belt/1123294/buy,Tommy Hilfiger Men Tan Brown & Navy Genuine Leather Belt,"Tan brown, navy blue and red genuine leather belt
Secured with a tang clasp
Has holes for a customised fit
Warranty: 6 months from the date of purchase","Genuine leather
Wipe with a clean, dry cloth when needed",1123294,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1123294/2015/12/28/11451302525262-Tommy-Hilfiger-Men-Tan-Brown--Navy-Genuine-Leather-Belt-6281451302525030-1.jpg"
"BuckleUpMen Leather BeltRs. 377Rs. 1259(70% OFF)Sizes: 38, 40",https://www.myntra.com/belts/buckleup/buckleup-men-black-leather-belt/1911442/buy,BuckleUp Men Black Leather Belt,"Black solid belt
Reversible: No
Stretchable: No
Secured with a tang closure
Warranty: 3 months","Leather 
 Wipe with a clean, dry cloth to remove dust",1911442,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1911442/2017/5/19/11495185534316-BuckleUp-Men-Black-Solid-Leather-Belt-5821495185534218-1.jpg"
BuckleUpMen BeltRs. 399Rs. 999(60% OFF)Sizes: 34,https://www.myntra.com/belts/buckleup/buckleup-men-maroon-belt/1791323/buy,BuckleUp Men Maroon Belt,"Maroon belt
Secured with a tang clasp
Holes for a customised fit
Warranty: 3 months","Synthetic leather
Wipe with a clean, dry cloth when needed",1791323,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1791323/2017/3/7/11488876103106-BuckleUp-Men-Belts-5531488876103009-2.jpg"
"BuckleUpMen Leather BeltRs. 440Rs. 1259(65% OFF)Sizes: 36, 38",https://www.myntra.com/belts/buckleup/buckleup-men-brown-leather-belt/1911439/buy,BuckleUp Men Brown Leather Belt,"Brown solid belt
Reversible: No
Stretchable: No
Secured with a tang closure
Warranty: 3 months","Leather 
 Wipe with a clean, dry cloth to remove dust",1911439,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1911439/2017/5/19/11495185502222-BuckleUp-Men-Brown-Solid-Leather-Belt-7671495185502069-1.jpg"
"CHISELMen Leather BeltRs. 519Rs. 1299(60% OFF)Sizes: 32, 34, 36, 38, 40",https://www.myntra.com/belts/chisel/chisel-men-brown-leather-belt/1619730/buy,CHISEL Men Brown Leather Belt,"Brown leather belt
Secured with a tang clasp
Has holes for a customised fit
Warranty: 3 months from the date of purchase against manufacturing defects","Leather
Wipe with a clean, dry cloth when needed",1619730,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1619730/2016/11/4/11478240934517-CHISEL-Men-Belts-9151478240934444-3.jpg"
"Tommy HilfigerMen Genuine Leather BeltRs. 1539Rs. 2799(45% OFF)Sizes: 40, 44",https://www.myntra.com/belts/tommy-hilfiger/tommy-hilfiger-men-brown--navy-genuine-leather-reversible-belt/1491223/buy,Tommy Hilfiger Men Brown & Navy Genuine Leather Reversible Belt,"Brown and navy blue panelled genuine leather reversible belt
Secured with a tang clasp
Holes for a customised fit
Comes in a navy blue fabric bag secured with a drawstring fastening
Warranty: 6 months from the date of purchase","Genuine leather
Use a branded leather conditioner to clean the product",1491223,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1491223/2016/9/15/11473930539822-Tommy-Hilfiger-Men-Brown-Genuine-Leather-Textured-Belt-4311473930539595-2.jpg"
"Ligans NYMen / Leather BeltRs. 1046Rs. 1395(25% OFF)Sizes: 28, 30, 32, 34, 36, 38, 40",https://www.myntra.com/belts/ligans-ny/ligans-ny-men-blackbrown-leather-belt/1249188/buy,Ligans NY Men Black/Brown Leather Belt,"Black and brown leather belt
Secured with a tang clasp

Has holes for a customised fit","Leather
Wipe with a clean, dry cloth when needed",1249188,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1249188/2016/3/4/11457088094787-Ligans-NY-Men-Belts-6531457088094602-2.jpg"
HidesignMen Solid BeltRs. 1421Rs. 1895(25% OFF)Sizes: 42,https://www.myntra.com/belts/hidesign/hidesign-men-black--brown-solid-belt/1862764/buy,Hidesign Men Black & Brown Solid Belt,"Black and Brown solid belt
Reversible: Yes
Stretchable: No
Secured with a tang closure
Warranty: 6 months","Leather 
 Wipe with a clean, dry cloth to remove dust",1862764,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1862764/2017/5/10/11494418878667-Hidesign-Men-Black--Brown-Solid-Belt-1161494418878605-4.jpg"
BuckleUpMen BeltRs. 399Rs. 999(60% OFF)Sizes: 34,https://www.myntra.com/belts/buckleup/buckleup-men-brown-belt/1791343/buy,BuckleUp Men Brown Belt,"Brown belt 
Secured with a tang clasp 
Has holes for a customised fit
Warranty: 3 months","Synthetic leather
Wipe with a clean, dry cloth when needed",1791343,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1791343/2017/3/7/11488868432738-BuckleUp-Men-Belts-1901488868432689-2.jpg"
Louis PhilippeLouis Philippe Men Black Leather BeltRs. 1529Rs. 1699(10% OFF)Sizes: 40,https://www.myntra.com/belts/louis-philippe/louis-philippe-men-black-leather-belt/804672/buy,Louis Philippe Men Black Leather Belt,"Black belt with matte texture
Secured with a tang clasp
Holes for a customised fit","Leather
Wipe with a clean, dry cloth when needed",804672,"https://assets.myntassets.com/h_640,q_90,w_480/v1/image/style/properties/804672/Louis-Philippe-Men-Black-Leather-Belt_1_7a4fb03145c0b646f6ce24b50aed2b3b.jpg"
"Pacific GoldMen Reversible BeltRs. 629Rs. 899(30% OFF)Sizes: 32, 34, 36, 38, 40, 42, 44",https://www.myntra.com/belts/pacific-gold/pacific-gold-men-brown--black-reversible-belt/1690730/buy,Pacific Gold Men Brown & Black Reversible Belt,"Brown and black reversible belt 
Secured with a pull-and-twist tang clasp
Has holes for a customised fit","Synthetic leather
Wipe with a clean, dry cloth when needed",1690730,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1690730/2016/12/20/11482222166168-Pacific-Gold-Men-Brown--Black-Reversible-Belt-6621482222166132-3.jpg"
Lino PerrosMen Genuine Leather BeltRs. 1695Sizes: 41,https://www.myntra.com/belts/lino-perros/lino-perros-men-black--brown-reversible-genuine-leather-belt/1898244/buy,Lino Perros Men Black & Brown Reversible Genuine Leather Belt,"Black and brown solid belt
Reversible: Yes
Stretchable: No
Secured with a tang closure","Genuine leather 
 Wipe with a clean, dry cloth to remove dust",1898244,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1898244/2017/8/11/11502442914368-Lino-Perros-Men-Black--Brown-Reversible-Genuine-Leather-Belt-2381502442914305-3.jpg"
"SPYKARMen Leather BeltRs. 599Rs. 1199(50% OFF)Sizes: 34, 38, 40",https://www.myntra.com/belts/spykar/spykar-men-black-leather-belt/1849431/buy,SPYKAR Men Black Leather Belt,"Black solid belt
Secured with a tang closure
Warranty: 6 months","Leather
Wipe with a clean, dry cloth to remove dust",1849431,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1849431/2017/5/16/11494918806470-SPYKAR-Men-Belts-6721494918806078-2.jpg"
VansMen Reversible Checked BeltRs. 714Rs. 1299(45% OFF)Sizes: Onesize,https://www.myntra.com/belts/vans/vans-men-white--black-reversible-checked-belt/1593753/buy,Vans Men White & Black Reversible Checked Belt,"White and black reversible belt with checked detail on one side
Secured with a slider buckle closure
Warranty: 3 months against manufacturing defects","100% polyester
Wipe with a clean, dry cloth when needed",1593753,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1593753/2016/11/7/11478521500557-Vans-Men-Belts-5151478521500412-2.jpg"
"Tommy HilfigerMen Genuine Leather BeltRs. 1649Rs. 2999(45% OFF)Sizes: 32, 36, 40, 44",https://www.myntra.com/belts/tommy-hilfiger/tommy-hilfiger-men-grey-genuine-leather-belt/1619755/buy,Tommy Hilfiger Men Grey Genuine Leather Belt,"Grey genuine leather belt
Secured with a tang clasp
Holes for a customised fit
Comes with a pouch
Warranty: 6 months from the date of purchase","Genuine leather
Wipe with a clean, dry cloth when needed",1619755,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1619755/2016/12/12/11481526448154-Tommy-Hilfiger-Men-Grey-Genuine-Leather-Belt-881481526448136-1.jpg"
"Alvaro CastagninoMen Solid Reversible BeltRs. 1119Rs. 1599(30% OFF)Sizes: 34, 36, 38, 40, 42, 44",https://www.myntra.com/belts/alvaro-castagnino/alvaro-castagnino-men-blue--black-genuine-leather-solid-reversible-belt/1919558/buy,Alvaro Castagnino Men Blue & Black Genuine Leather Solid Reversible Belt,"Blue and black solid belt
Reversible: Yes
Stretchable: No
Secured with a pull and twist closure
Warranty: 6 months","Genuine leather 
 Wipe with a clean, dry cloth to remove dust",1919558,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1919558/2017/5/24/11495629405935-Alvaro-Castagnino-Men-Blue--Black-Genuine-Leather-Solid-Reversible-Belt-4521495629405876-3.jpg"
"Pacific GoldMen Reversible BeltRs. 399Rs. 799(50% OFF)Sizes: 32, 34, 36, 38, 40, 42, 44",https://www.myntra.com/belts/pacific-gold/pacific-gold-men-black--brown-reversible-belt/1699909/buy,Pacific Gold Men Black & Brown Reversible Belt,"Black and brown reversible belt
Secured with a pull-and-twist tang clasp
Has holes for a customised fit","Synthetic leather
Wipe with a clean, dry cloth when needed",1699909,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1699909/2016/12/24/11482575061465-Pacific-Gold-Men-Belts-3631482575061361-1.jpg"
PumaReversible Webbing BeltRs. 899Rs. 1499(40% OFF)Sizes: Onesize,https://www.myntra.com/belts/puma/puma-men-navy--grey-reversible-webbing-belt/1740207/buy,Puma Men Navy & Grey Reversible Webbing Belt,"Navy blue and grey reversible webbing belt
Secured with a foldover closure
Warranty: 3 months against manufacturing defects","Synthetic 
Wipe with a clean, dry cloth when needed",1740207,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1740207/2017/2/20/11487571514202-PUMA-Men-Navy--Grey-Reversible-Web-Belt-7361487571514092-4.jpg"
"Phive RiversMen Leather BeltRs. 1499Rs. 2499(40% OFF)Sizes: 34, 36, 38, 40",https://www.myntra.com/belts/phive-rivers/phive-rivers-men-brown-leather-belt/1575483/buy,Phive Rivers Men Brown Leather Belt,"Brown leather belt

Secured with a tang clasp

Has holes for a customised fit","Leather
Wipe with a clean, dry cloth to remove dust",1575483,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1575483/2016/10/5/11475647128270-Phive-Rivers-Men-Brown-Leather-Belt-8611475647128209-3.jpg"
"CHISELMen Leather BeltRs. 359Rs. 899(60% OFF)Sizes: 36, 38, 40, 42",https://www.myntra.com/belts/chisel/chisel-men-black-leather-belt/1399405/buy,CHISEL Men Black Leather Belt,"Black leather belt
Secured with a tang clasp
Holes for a customised fit
Warranty: 3 months against manufacturing defects from the date of purchase","Leather
Wipe with a clean, dry cloth when needed",1399405,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1399405/2016/6/17/11466145228987-CHISEL-Men-Black-Leather-Belt-8741466145228931-2.jpg"
GASMen Vigo Reversible BeltRs. 3243Rs. 4990(35% OFF)Sizes: 26,https://www.myntra.com/belts/gas/gas-men-beige--off-white-vigo-reversible-belt/705512/buy,GAS Men Beige & Off-White Vigo Reversible Belt,"Beige and off-white textured reversible belt with stitched detail
Secured with a metallic twist-and-turn tang clasp, has a metallic fixed loop with branding to hold the belt in place
Holes for a customised fit
Comes in a bag","50% leather, 50% polyester
Wipe with a clean, dry cloth when needed",705512,"https://assets.myntassets.com/h_640,q_90,w_480/v1/image/style/properties/705512/GAS-Men-Belts_2_21877624128b602de47c5adfefbb6675.jpg"
"Second SKINMen Leather Reversible BeltRs. 799Rs. 1999(60% OFF)Sizes: 28, 30, 32, 34, 36, 38, 40, 42",https://www.myntra.com/belts/second-skin/second-skin-men-black--brown-leather-reversible-belt/1846041/buy,Second SKIN Men Black & Brown Leather Reversible Belt,"Black and brown reversible belt
Secured with a tang clasp
Has holes for a customised fit
Warranty: 6 months from the date of purchase against manufacturing defects","Leather
Wipe with a clean, dry cloth when needed",1846041,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1846041/2017/4/11/11491901281896-Second-SKIN-Men-Belts-2681491901281811-2.jpg"
INVICTUSMen Genuine Leather BeltRs. 319Rs. 799(60% OFF)Sizes: 36,https://www.myntra.com/belts/invictus/invictus-men-brown-genuine-leather-belt/1645419/buy,INVICTUS Men Brown Genuine Leather Belt,"Brown genuine leather belt
Secured with a tang clasp
Has holes for a customised fit
Warranty: 30 days against manufacturing defects","Genuine leather
Wipe with a clean, dry cloth when needed",1645419,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1645419/2016/12/26/11482735572042-INVICTUS-Men-Belts-541482735572029-1.jpg"
"BuckleUpMen Leather BeltRs. 402Rs. 1149(65% OFF)Sizes: 36, 38",https://www.myntra.com/belts/buckleup/buckleup-men-black-leather-belt/1734727/buy,BuckleUp Men Black Leather Belt,"Black leather belt
Secured with a push-pin closure
Has holes for a customised fit
Warranty: 3 months","Leather
Wipe with a clean, dry cloth when needed",1734727,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1734727/2017/1/24/11485241478707-BuckleUp-Men-Belts-601485241478629-2.jpg"
"Teakwood LeathersMen Reversible Leather BeltRs. 787Rs. 2249(65% OFF)Sizes: 34, 36, 38, 40, 42, 44",https://www.myntra.com/belts/teakwood-leathers/teakwood-leathers-men-black--brown-reversible-leather-belt/1634465/buy,Teakwood Leathers Men Black & Brown Reversible Leather Belt,"Black and brown reversible belt 
Secured with a tang clasp
Has holes for a customised fit","Leather
Wipe with a clean, dry cloth when needed",1634465,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1634465/2016/11/14/11479116738400-Teakwood-Leathers-Men-Belts-4111479116738354-4.jpg"
Lino PerrosMen Reversible Leather BeltRs. 678Rs. 1695(60% OFF)Sizes: 38,https://www.myntra.com/belts/lino-perros/lino-perros-men-black--brown-reversible-leather-belt/1628700/buy,Lino Perros Men Black & Brown Reversible Leather Belt,"Black and brown reversible leather belt
Secured with a twist-and-turn tang clasp
Has holes for a customised fit","Leather
Wipe with a clean, dry cloth when needed",1628700,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1628700/2016/11/22/11479793267921-Lino-Perros-Men-Belts-9681479793267827-3.jpg"
INVICTUSMen Leather BeltRs. 559Rs. 1399(60% OFF)Sizes: 38,https://www.myntra.com/belts/invictus/invictus-men-brown-leather-belt/1646893/buy,INVICTUS Men Brown Leather Belt,"Brown belt
Secured with a tang clasp
Has holes for a customised fit
Warranty: 30 days against manufacturing defects","Leather
Wipe with a clean, dry cloth when needed",1646893,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1646893/2017/1/23/11485157053333-INVICTUS-Men-Belts-5311485157053201-1.jpg"
"Louis PhilippeMen Leather BeltRs. 1709Rs. 1899(10% OFF)Sizes: 32, 36, 40, 44",https://www.myntra.com/belts/louis-philippe/louis-philippe-men-black-textured-leather-belt/1818822/buy,Louis Philippe Men Black Textured Leather Belt,"Black textured leather belt
Secured with a metallic tang clasp
Holes for a customised fit","Leather
Wipe with a clean, dry cloth when needed",1818822,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1818822/2017/3/31/11490949393380-Louis-Philippe-Men-Belts-9271490949393282-1.jpg"
"Second SKINMen Reversible Leather BeltRs. 799Rs. 1999(60% OFF)Sizes: 28, 30, 32, 34, 36, 38, 40, 42",https://www.myntra.com/belts/second-skin/second-skin-men-black--brown-textured-reversible-leather-belt/1846014/buy,Second SKIN Men Black & Brown Textured Reversible Leather Belt,"Brown and black reversible textured leather belt 
Has a tang closure
Holes for a customised fit
Warranty: 6 months from the date of purchase against manufacturing defects","Leather
Wipe with a clean, dry cloth when needed",1846014,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1846014/2017/4/11/11491899090863-Second-SKIN-Men-Belts-7931491899090823-4.jpg"
INVICTUSMen Reversible Leather BeltRs. 649Rs. 1299(50% OFF)Sizes: 38,https://www.myntra.com/belts/invictus/invictus-men-black--brown-reversible-leather-belt/1385392/buy,INVICTUS Men Black & Brown Reversible Leather Belt,"Black and brown textured reversible leather belt
Secured with a twist-tang clasp
Holes for a customised fit
Warranty: 20 days for manufacturing defects only","Leather
Wipe with a clean, dry cloth when needed",1385392,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1385392/2016/6/29/11467197764158-INVICTUS-Men-Black--Brown-Reversible-Leather-Belt-2631467197764043-1.jpg"
tZaroMen Webbing BeltRs. 479Rs. 599(20% OFF)Sizes: 38,https://www.myntra.com/belts/tzaro/tzaro-men-black--blue-webbing-belt/400519/buy,tZaro Men Black & Blue Webbing Belt,"p>Black and blue synthetic belt with leather trims, engraved branding on the tail
Secured with an adjustable double loop closure
Warranty: 60 days from the date of purchase, against manufacturing defects","100% cotton
Wipe with a clean cloth when needed",400519,"https://assets.myntassets.com/h_640,q_90,w_480/v1/images/style/properties/tZaro-Men-Black---Blue-Webbing-Belt_e93127fc449a09a9c64c5deb02a393c3_images.jpg"
BuckleUpMen Leather BeltRs. 402Rs. 1149(65% OFF)Sizes: 40,https://www.myntra.com/belts/buckleup/buckleup-men-brown-leather-belt/1734719/buy,BuckleUp Men Brown Leather Belt,"Brown leather belt
Secured with a tang clasp and a fixed loop to hold the belt in place
Holes for a customised fit
Warranty: 3 months","Leather
Wipe with a clean, dry cloth when needed",1734719,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1734719/2017/1/23/11485161143062-BuckleUp-Men-Brown-Leather-Belt-9711485161143037-2.jpg"
"BuckleUpMen Leather BeltRs. 658Rs. 2195(70% OFF)Sizes: 36, 38",https://www.myntra.com/belts/buckleup/buckleup-men-tan-brown-leather-belt/1843982/buy,BuckleUp Men Tan Brown Leather Belt,"Tan brown leather belt
Secured with a push pin closure
Holes for a customised fit
Warranty: 3 months against manufacturing defects","Leather
Wipe with a clean, dry cloth when needed",1843982,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1843982/2017/4/10/11491814856310-BuckleUp-Men-Belts-2381491814855732-2.jpg"
Alvaro CastagninoMen BeltRs. 699Rs. 999(30% OFF)Sizes: Onesize,https://www.myntra.com/belts/alvaro-castagnino/alvaro-castagnino-men-blue-belt/1237661/buy,Alvaro Castagnino Men Blue Belt,"Blue braided belt
Secured with a tang clasp","Polyester
Wipe with a clean, dry cloth when needed",1237661,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1237661/2016/2/25/11456386666990-Alvaro-Castagnino-Men-Belts-9441456386666833-1.jpg"
